Symbol,Ask,Bid,%Chg~,Volume~,"Exp Date",DTE,Strike,Type,Moneyness,Ask,Last,Volume,"Total OI","IV Rank",Delta,Theta,Vega,"BE (Ask)","%BE (Ask)","Yield to Strike%","Ann Yield to Strike%","ITM Prob","OTM Prob","Short Term~"
NFLX,1224.83,1223.6,+0.56%,862502,2025-09-19,24,"1,280.00",Call,-4.49%,12.4,12.53,137,534168,8.28%,-0.266202,0.56637,-1.030842,1212.58,-1.01%,0.93%,14.14%,24.34%,75.66%,Buy
PANW,184.54,184.5,-0.12%,2761136,2025-09-19,24,195.00,Call,-5.62%,1.84,1.82,135,794675,7.58%,-0.243165,0.090571,-0.148208,182.78,-1.00%,0.93%,14.12%,22.04%,77.96%,Sell
MA,588.1,587.78,-0.83%,1075917,2025-09-19,24,600.00,Call,-2.13%,6,5.56,40,135858,9.97%,-0.341514,0.211395,-0.552952,581.48,-1.02%,0.93%,14.07%,31.00%,69.00%,Buy
PYPL,69.72,69.71,+0.36%,3385274,2025-09-19,24,74.00,Call,-6.11%,0.7,0.7,61,1316385,5.01%,-0.235183,0.035646,-0.054918,69.04,-1.00%,0.91%,13.77%,21.68%,78.32%,Sell
AMZN,227.69,227.67,-0.17%,9986452,2025-09-19,24,237.50,Call,-4.20%,2.08,2.07,213,3733941,2.95%,-0.262569,0.097813,-0.190381,225.84,-0.91%,0.87%,13.19%,24.19%,75.81%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-19,24,515.00,Call,-2.79%,4.55,4.44,411,2238007,7.70%,-0.301199,0.189472,-0.446876,496.49,-0.91%,0.86%,13.14%,28.41%,71.59%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-26,31,515.00,Call,-2.79%,5.8,5.75,116,2238007,7.70%,-0.330097,0.175754,-0.528054,495.24,-1.16%,1.10%,12.92%,30.70%,69.30%,Buy
GOOGL,206.88,206.86,-0.83%,11414551,2025-09-19,24,222.50,Call,-7.27%,1.88,1.93,352,3419740,28.42%,-0.20441,0.103761,-0.150407,205.55,-0.91%,0.83%,12.58%,19.44%,80.56%,Buy
JNJ,176.75,176.73,-0.28%,2058283,2025-09-19,24,180.00,Call,-1.94%,1.54,1.49,813,439538,13.09%,-0.332752,0.054504,-0.164424,175.04,-0.87%,0.82%,12.50%,31.23%,68.77%,Buy
CSCO,68.03,68.02,+1.06%,6183927,2025-09-26,31,70.00,Call,-3.11%,0.78,0.76,237,1229965,19.33%,-0.321796,0.022702,-0.070979,67.11,-1.15%,1.06%,12.45%,28.84%,71.16%,Buy
XOM,110.87,110.85,-0.74%,4577396,2025-09-19,24,114.00,Call,-3.15%,0.97,0.94,61,888288,5.75%,-0.2832,0.039112,-0.0959,109.55,-0.88%,0.81%,12.27%,26.53%,73.47%,Hold
LLY,725.51,725.02,+4.51%,4270270,2025-09-19,24,780.00,Call,-7.49%,6.6,6.8,478,466328,12.85%,-0.202876,0.358473,-0.52499,719.03,-0.91%,0.80%,12.19%,18.59%,81.41%,Sell
CSCO,68.03,68.02,+1.06%,6183927,2025-09-19,24,70.00,Call,-3.11%,0.59,0.56,3967,1229965,19.33%,-0.287727,0.023601,-0.059442,67.3,-0.87%,0.80%,12.17%,25.68%,74.32%,Buy
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,790.00,Call,-5.12%,6.45,6.45,54,1985601,2.00%,-0.235872,0.327749,-0.592802,745.08,-0.86%,0.80%,12.13%,21.81%,78.19%,Buy
JPM,296.96,296.9,+0.57%,2355717,2025-09-19,24,307.50,Call,-3.71%,2.32,2.23,55,734456,8.36%,-0.257279,0.106899,-0.245165,294.19,-0.78%,0.74%,11.23%,23.87%,76.13%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-19,24,517.50,Call,-3.29%,3.85,3.77,129,2238007,7.70%,-0.265407,0.176176,-0.420563,497.19,-0.77%,0.72%,11.02%,24.94%,75.06%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-10-03,38,240.00,Call,-5.30%,2.85,2.85,102,3733941,2.95%,-0.277311,0.083648,-0.246198,225.07,-1.25%,1.14%,10.97%,24.83%,75.17%,Buy
HD,405.13,404.91,-0.87%,918739,2025-09-19,24,415.00,Call,-2.28%,3.15,3.3,59,237881,5.43%,-0.296268,0.126623,-0.358795,402.58,-0.78%,0.72%,10.88%,29.18%,70.82%,Buy
PG,155.71,155.69,-0.32%,2064542,2025-09-19,24,160.00,Call,-2.84%,1.18,1.14,86,291427,23.39%,-0.277268,0.049273,-0.133556,154.4,-0.76%,0.69%,10.46%,26.09%,73.91%,Sell
AMZN,227.69,227.67,-0.17%,9986452,2025-09-26,31,240.00,Call,-5.30%,2.16,2.13,135,3733941,2.95%,-0.244015,0.083619,-0.208193,225.76,-0.95%,0.88%,10.40%,22.00%,78.00%,Buy
PANW,184.54,184.5,-0.12%,2761136,2025-09-19,24,197.50,Call,-6.98%,1.39,1.49,40,794675,7.58%,-0.193018,0.079561,-0.129704,183.23,-0.75%,0.68%,10.32%,17.33%,82.67%,Sell
V,348.47,348.38,-0.07%,2166133,2025-09-19,24,360.00,Call,-3.48%,2.54,2.47,792,363091,13.38%,-0.259321,0.117671,-0.289139,345.35,-0.73%,0.68%,10.27%,23.03%,76.97%,Hold
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,795.00,Call,-5.78%,5.45,5.4,25,1985601,2.00%,-0.205934,0.301442,-0.548463,746.08,-0.73%,0.67%,10.14%,18.96%,81.04%,Buy
PYPL,69.72,69.71,+0.36%,3385274,2025-09-19,24,75.00,Call,-7.54%,0.53,0.52,181,1316385,5.01%,-0.185656,0.031028,-0.047789,69.21,-0.76%,0.67%,10.14%,16.97%,83.03%,Sell
CAT,428.91,428.45,-0.89%,1075929,2025-09-19,24,450.00,Call,-5.05%,3.6,3.29,188,172638,5.78%,-0.226729,0.16923,-0.330875,424.76,-0.84%,0.65%,9.94%,20.65%,79.35%,Buy
NFLX,1224.83,1223.6,+0.56%,862502,2025-09-19,24,"1,300.00",Call,-6.12%,8.45,8.25,139,534168,8.28%,-0.195504,0.478289,-0.867096,1216.53,-0.69%,0.63%,9.53%,17.65%,82.35%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-09-19,24,240.00,Call,-5.30%,1.52,1.51,1541,3733941,2.95%,-0.206714,0.084682,-0.166748,226.4,-0.67%,0.63%,9.51%,18.87%,81.13%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-26,31,520.00,Call,-3.78%,4.35,4.3,74,2238007,7.70%,-0.267312,0.157208,-0.479679,496.69,-0.87%,0.81%,9.51%,24.64%,75.36%,Buy
META,750.54,750.25,-0.41%,2927600,2025-09-26,31,800.00,Call,-6.45%,6.5,6.4,229,1985601,2.00%,-0.214222,0.273066,-0.637938,745.03,-0.86%,0.79%,9.35%,19.38%,80.62%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-19,24,520.00,Call,-3.78%,3.25,3.21,569,2238007,7.70%,-0.234215,0.164694,-0.393547,497.79,-0.65%,0.61%,9.21%,21.92%,78.08%,Buy
XOM,110.87,110.85,-0.74%,4577396,2025-09-19,24,115.00,Call,-4.05%,0.71,0.67,203,888288,5.75%,-0.222029,0.033706,-0.084354,109.81,-0.64%,0.57%,8.73%,20.63%,79.37%,Hold
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,800.00,Call,-6.45%,4.55,4.5,384,1985601,2.00%,-0.178613,0.274975,-0.502717,746.98,-0.61%,0.56%,8.46%,16.37%,83.63%,Buy
JPM,296.96,296.9,+0.57%,2355717,2025-09-19,24,310.00,Call,-4.55%,1.72,1.71,198,734456,8.36%,-0.206607,0.09333,-0.216949,294.79,-0.58%,0.54%,8.24%,19.02%,80.98%,Buy
MS,147.8,147.77,+0.01%,1433718,2025-09-19,24,155.00,Call,-4.89%,0.86,0.84,99,497365,5.82%,-0.195565,0.046838,-0.104501,146.91,-0.58%,0.53%,8.05%,18.70%,81.30%,Buy
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,805.00,Call,-7.11%,3.8,3.77,61,1985601,2.00%,-0.154766,0.250507,-0.458298,747.73,-0.51%,0.47%,7.08%,14.12%,85.88%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-26,31,525.00,Call,-4.78%,3.2,3.25,155,2238007,7.70%,-0.211302,0.136432,-0.421764,497.84,-0.64%,0.59%,6.95%,19.30%,80.70%,Buy
CSCO,68.03,68.02,+1.06%,6183927,2025-09-19,24,71.00,Call,-4.58%,0.35,0.34,42,1229965,19.33%,-0.195486,0.019088,-0.048139,67.54,-0.52%,0.45%,6.85%,17.08%,82.92%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-09-19,24,242.50,Call,-6.40%,1.09,1.08,83,3733941,2.95%,-0.158902,0.071161,-0.141455,226.83,-0.48%,0.44%,6.71%,14.37%,85.63%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-10-03,38,245.00,Call,-7.49%,1.76,1.74,35,3733941,2.95%,-0.191161,0.066381,-0.200157,226.16,-0.77%,0.69%,6.66%,16.78%,83.22%,Buy
RTX,157.85,157.8,+1.07%,1608629,2025-09-19,24,165.00,Call,-4.40%,0.8,0.75,41,196282,10.90%,-0.189325,0.043556,-0.109607,157.24,-0.51%,0.43%,6.54%,17.75%,82.25%,Buy
HD,405.13,404.91,-0.87%,918739,2025-09-19,24,420.00,Call,-3.52%,1.92,1.8,56,237881,5.43%,-0.200205,0.100092,-0.290802,403.81,-0.47%,0.43%,6.52%,19.67%,80.33%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-19,24,525.00,Call,-4.78%,2.29,2.25,427,2238007,7.70%,-0.17744,0.138551,-0.333662,498.75,-0.46%,0.43%,6.49%,16.48%,83.52%,Buy
DIS,117.62,117.6,-0.14%,1994181,2025-09-19,24,125.00,Call,-6.26%,0.59,0.55,83,829882,9.51%,-0.158365,0.035438,-0.072845,117.05,-0.50%,0.42%,6.33%,14.65%,85.35%,Buy
JNJ,176.75,176.73,-0.28%,2058283,2025-09-19,24,182.50,Call,-3.35%,0.82,0.74,666,439538,13.09%,-0.210324,0.0419,-0.130587,175.76,-0.46%,0.42%,6.33%,19.41%,80.59%,Buy
XOM,110.87,110.85,-0.74%,4577396,2025-09-19,24,116.00,Call,-4.96%,0.51,0.5,46,888288,5.75%,-0.175116,0.029456,-0.073095,110.01,-0.46%,0.41%,6.16%,16.15%,83.85%,Hold
V,348.47,348.38,-0.07%,2166133,2025-09-19,24,365.00,Call,-4.92%,1.51,1.42,73,363091,13.38%,-0.169961,0.089869,-0.225863,346.38,-0.43%,0.39%,5.92%,14.75%,85.25%,Hold
AMZN,227.69,227.67,-0.17%,9986452,2025-09-26,31,245.00,Call,-7.49%,1.24,1.23,360,3733941,2.95%,-0.158369,0.063681,-0.160412,226.68,-0.54%,0.50%,5.86%,14.01%,85.99%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-19,24,527.50,Call,-5.28%,1.92,1.88,56,2238007,7.70%,-0.153401,0.125967,-0.303665,499.12,-0.38%,0.36%,5.42%,14.19%,85.81%,Buy
PG,155.71,155.69,-0.32%,2064542,2025-09-19,24,162.50,Call,-4.45%,0.62,0.59,1013,291427,23.39%,-0.168339,0.036194,-0.100277,154.96,-0.40%,0.34%,5.24%,15.61%,84.39%,Sell
MSFT,499.96,499.88,-0.94%,7658157,2025-09-26,31,530.00,Call,-5.78%,2.34,2.3,456,2238007,7.70%,-0.164545,0.116262,-0.36133,498.7,-0.47%,0.43%,5.09%,14.90%,85.10%,Buy
CSCO,68.03,68.02,+1.06%,6183927,2025-09-26,31,72.00,Call,-6.05%,0.32,0.28,96,1229965,19.33%,-0.153732,0.014222,-0.046956,67.57,-0.47%,0.39%,4.58%,13.17%,86.83%,Buy
"Downloaded from Barchart.com as of 08-26-2025 12:50pm CDT"
