Symbol,%Chg~,Volume~,Price~,"Exp Date",DTE,Strike,Type,Moneyness,Bid,Ask,Mid,Volume,"Open Int","IV Rank",Delta,Theta,"BE (Ask)","%BE (Ask)","ITM Prob","TP Ask","%TP Ask(a)","Static Ann Rtn","Ann Yield to Strike%","Exp B4 Earnings"
AMZN,+0.46%,5495230,230.18,2025-09-19,22,240.00,Call,-4.89%,1.62,1.64,1.63,293,32203,1.60%,-0.227639,0.093606,227.18,-0.72%,19.59%,1.64,11.89%,11.75%,11.20%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,790.00,Call,-6.04%,5.1,5.3,5.2,56,3948,2.06%,-0.204721,0.316649,739.7,-0.71%,17.32%,5.3,11.80%,11.36%,10.71%,N/A
AAPL,-0.05%,7127934,230.37,2025-09-19,22,242.50,Call,-5.40%,1.4,1.43,1.42,79,1694,15.80%,-0.198349,0.087958,228.64,-0.62%,17.87%,1.43,10.31%,10.10%,9.58%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-19,22,525.00,Call,-3.77%,2.9,2.97,2.94,116,6120,5.18%,-0.230531,0.163977,502.94,-0.59%,19.76%,2.97,9.74%,9.51%,9.16%,N/A
META,+0.17%,1624531,748.67,2025-09-26,29,800.00,Call,-7.38%,5.3,5.5,5.4,59,1337,2.06%,-0.190167,0.264637,739.5,-0.74%,15.91%,5.5,9.29%,8.95%,8.34%,N/A
XOM,+0.05%,1605122,112.81,2025-09-19,22,117.00,Call,-3.94%,0.57,0.6,0.59,28,362,3.69%,-0.212319,0.033124,111.96,-0.53%,18.91%,0.6,8.84%,8.40%,8.08%,N/A
DIS,-0.86%,721724,117.07,2025-09-19,22,123.00,Call,-4.87%,0.59,0.71,0.65,64,499,7.82%,-0.198196,0.040357,116.58,-0.61%,18.13%,0.71,10.04%,8.35%,7.96%,N/A
AMZN,+0.46%,5495230,230.18,2025-09-19,22,242.50,Call,-5.98%,1.15,1.18,1.17,78,1531,1.60%,-0.174143,0.078783,227.64,-0.52%,14.73%,1.18,8.56%,8.34%,7.87%,N/A
JNJ,-0.87%,1753106,175.26,2025-09-19,22,180.00,Call,-2.50%,0.81,0.9,0.86,199,6291,11.94%,-0.237158,0.045318,174.71,-0.51%,24.43%,0.9,8.50%,7.65%,7.47%,Yes
NFLX,-0.18%,404100,1221.27,2025-09-19,22,"1,300.00",Call,-6.87%,5.8,6.25,6.03,61,3340,7.91%,-0.159054,0.431952,1210.14,-0.51%,13.82%,6.25,8.52%,7.91%,7.40%,Yes
AAPL,-0.05%,7127934,230.37,2025-09-26,29,245.00,Call,-6.49%,1.42,1.46,1.44,36,4538,15.80%,-0.1837,0.071652,228.61,-0.63%,16.24%,1.46,7.99%,7.77%,7.29%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,800.00,Call,-7.38%,3.5,3.65,3.58,158,9892,2.06%,-0.150972,0.258553,741.35,-0.49%,12.53%,3.65,8.13%,7.79%,7.26%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-26,29,530.00,Call,-4.76%,2.9,2.97,2.94,59,1260,5.18%,-0.209151,0.136286,502.94,-0.59%,17.68%,2.97,7.39%,7.21%,6.89%,N/A
AAPL,-0.05%,7127934,230.37,2025-09-19,22,245.00,Call,-6.49%,0.99,1.02,1.01,116,51145,15.80%,-0.150969,0.073232,229.05,-0.44%,13.45%,1.02,7.36%,7.14%,6.70%,N/A
AMZN,+0.46%,5495230,230.18,2025-09-26,29,245.00,Call,-7.07%,1.27,1.31,1.29,71,2326,1.60%,-0.169895,0.06825,227.51,-0.57%,14.21%,1.31,7.21%,6.99%,6.52%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-19,22,530.00,Call,-4.76%,1.98,2.03,2.01,346,10311,5.18%,-0.171653,0.13719,503.88,-0.40%,14.45%,2.03,6.66%,6.49%,6.20%,N/A
JPM,+0.35%,846294,300.33,2025-09-19,22,315.00,Call,-4.97%,1.15,1.18,1.17,50,2988,9.05%,-0.15707,0.082025,298.9,-0.39%,15.77%,1.18,6.52%,6.36%,6.06%,Yes
PG,-0.66%,681813,155.92,2025-09-19,22,162.50,Call,-3.75%,0.59,0.67,0.63,30,1674,23.11%,-0.185514,0.040276,155.96,-0.43%,18.54%,0.67,7.10%,6.25%,6.02%,Yes
BRK.B,+0.62%,616166,498.77,2025-09-19,22,515.00,Call,-3.20%,1.77,1.86,1.82,55,1132,3.69%,-0.190899,0.119526,497.16,-0.37%,18.55%,1.86,6.18%,5.88%,5.70%,N/A
XOM,+0.05%,1605122,112.81,2025-09-19,22,118.00,Call,-4.83%,0.39,0.47,0.43,42,336,3.69%,-0.168484,0.029602,112.09,-0.42%,14.87%,0.47,6.93%,5.75%,5.48%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-26,29,535.00,Call,-5.75%,2.06,2.13,2.09,26,861,5.18%,-0.159911,0.114653,503.78,-0.42%,13.28%,2.13,5.30%,5.12%,4.85%,N/A
"Downloaded from Barchart.com as of 08-28-2025 09:28am CDT"
