Symbol,Price~,"Exp Date",DTE,"Leg1 Strike",Type,Ask1,"Leg2 Strike",Type,Bid2,BE,BE%,"Max Profit","Max Loss","Max Profit%",Risk/Reward,"IV Rank","Profit Prob"
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,177.00,Call,16.3,171.6,-1.31%,5.4,6.6,+81.82%,"1.22 to 1",6.42%,52.2%
NVDA,173.88,2025-12-19,112,168.00,Call,19.25,175.00,Call,15.4,171.85,-1.17%,3.15,3.85,+81.82%,"1.22 to 1",6.42%,52.1%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,174.00,Call,15.9,171.85,-1.17%,2.15,2.85,+75.44%,"1.33 to 1",6.42%,52.1%
SERV,10.81,2026-01-16,140,10.00,Call,2.75,11.00,Call,2.25,10.5,-2.87%,0.5,0.5,+100.00%,"1.00 to 1",25.78%,52.1%
BABA,136.4,2025-12-19,112,125.00,Call,19,145.00,Call,9.15,134.85,-1.14%,10.15,9.85,+103.05%,"0.97 to 1",24.24%,52.1%
NVDA,173.88,2025-12-19,112,162.00,Call,22.95,180.00,Call,13,171.95,-1.11%,8.05,9.95,+80.90%,"1.24 to 1",6.42%,52.0%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,174.00,Call,17.8,171.75,-1.22%,2.25,2.75,+81.82%,"1.22 to 1",6.42%,52.0%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,173.00,Call,18.3,171.75,-1.22%,1.25,1.75,+71.43%,"1.40 to 1",6.42%,52.0%
APLD,15.9,2025-12-19,112,15.00,Call,3.65,16.00,Call,3.15,15.5,-2.52%,0.5,0.5,+100.00%,"1.00 to 1",2.83%,52.0%
CFG,52.49,2026-01-16,140,47.50,Call,6.9,55.00,Call,2.35,52.05,-0.84%,2.95,4.55,+64.84%,"1.54 to 1",4.66%,52.0%
BABA,136.4,2025-12-19,112,130.00,Call,15.9,140.00,Call,11,134.9,-1.10%,5.1,4.9,+104.08%,"0.96 to 1",24.24%,52.0%
TSLA,334.18,2025-11-21,84,325.00,Call,39.1,335.00,Call,34,330.1,-1.22%,4.9,5.1,+96.08%,"1.04 to 1",1.88%,52.0%
NVDA,173.88,2025-12-19,112,160.00,Call,24.25,182.00,Call,12.15,172.1,-1.02%,9.9,12.1,+81.82%,"1.22 to 1",6.42%,51.9%
NVDA,173.88,2025-12-19,112,166.00,Call,20.5,177.00,Call,14.4,172.1,-1.02%,4.9,6.1,+80.33%,"1.24 to 1",6.42%,51.9%
BIDU,95.95,2026-01-16,140,90.00,Call,13.05,100.00,Call,8.15,94.9,-1.09%,5.1,4.9,+104.08%,"0.96 to 1",22.85%,51.9%
BABA,136.4,2026-01-16,140,125.00,Call,20.25,145.00,Call,10.35,134.9,-1.10%,10.1,9.9,+102.02%,"0.98 to 1",24.24%,51.8%
NVDA,173.88,2026-01-16,140,160.00,Call,26,182.00,Call,14,172,-1.08%,10,12,+83.33%,"1.20 to 1",6.42%,51.8%
APLD,15.9,2026-01-16,140,15.00,Call,4.05,16.00,Call,3.55,15.5,-2.52%,0.5,0.5,+100.00%,"1.00 to 1",2.83%,51.8%
IREN,26.98,2026-01-16,140,25.00,Call,7.05,28.00,Call,5.75,26.3,-2.52%,1.7,1.3,+130.77%,"0.76 to 1",28.34%,51.8%
AFRM,88.57,2026-01-16,140,80.00,Call,17.75,95.00,Call,10.6,87.15,-1.60%,7.85,7.15,+109.79%,"0.91 to 1",7.79%,51.7%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,174.00,Call,15.9,172.25,-0.94%,1.75,2.25,+77.78%,"1.29 to 1",6.42%,51.7%
TSLA,334.18,2026-01-16,140,320.00,Call,51.8,340.00,Call,42.15,329.65,-1.36%,10.35,9.65,+107.25%,"0.93 to 1",1.88%,51.7%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,178.00,Call,15.8,172.1,-1.02%,5.9,7.1,+83.10%,"1.20 to 1",6.42%,51.7%
AAPL,232.5,2026-01-16,140,225.00,Call,19.95,235.00,Call,13.9,231.05,-0.62%,3.95,6.05,+65.29%,"1.53 to 1",14.55%,51.7%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,173.00,Call,18.3,172.15,-0.99%,0.85,1.15,+73.91%,"1.35 to 1",6.42%,51.7%
NVDA,173.88,2025-12-19,112,168.00,Call,19.25,176.00,Call,14.9,172.35,-0.88%,3.65,4.35,+83.91%,"1.19 to 1",6.42%,51.6%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,175.00,Call,15.4,172.35,-0.88%,2.65,3.35,+79.10%,"1.26 to 1",6.42%,51.6%
IREN,26.98,2025-11-21,84,26.00,Call,5.25,27.00,Call,4.75,26.5,-1.78%,0.5,0.5,+100.00%,"1.00 to 1",28.34%,51.6%
OPEN,4.39,2026-01-16,140,4.00,Call,1.82,4.50,Call,1.6,4.22,-3.87%,0.28,0.22,+127.27%,"0.79 to 1",19.76%,51.6%
BE,53.21,2025-11-21,84,50.00,Call,11,55.00,Call,8.7,52.3,-1.71%,2.7,2.3,+117.39%,"0.85 to 1",71.84%,51.6%
NVDA,173.88,2025-12-19,112,162.00,Call,22.95,181.00,Call,12.55,172.4,-0.85%,8.6,10.4,+82.69%,"1.21 to 1",6.42%,51.6%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,174.00,Call,17.8,172.25,-0.94%,1.75,2.25,+77.78%,"1.29 to 1",6.42%,51.6%
PFE,24.72,2026-01-16,140,24.00,Call,1.85,25.00,Call,1.27,24.58,-0.57%,0.42,0.58,+72.41%,"1.38 to 1",6.15%,51.5%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,175.00,Call,17.25,172.3,-0.91%,2.7,3.3,+81.82%,"1.22 to 1",6.42%,51.5%
AFRM,88.57,2025-11-21,84,85.00,Call,12.75,90.00,Call,10.2,87.55,-1.15%,2.45,2.55,+96.08%,"1.04 to 1",7.79%,51.5%
BMNR,44.15,2026-01-16,140,40.00,Call,14.2,48.00,Call,11.2,43,-2.60%,5,3,+166.67%,"0.60 to 1",0.00%,51.5%
NEM,74.36,2026-01-16,140,72.50,Call,7.4,75.00,Call,6.1,73.8,-0.75%,1.2,1.3,+92.31%,"1.08 to 1",11.12%,51.5%
B,26.69,2025-12-19,112,25.00,Call,2.94,28.00,Call,1.42,26.52,-0.64%,1.48,1.52,+97.37%,"1.03 to 1",60.60%,51.4%
NVDA,173.88,2026-01-16,140,160.00,Call,26,183.00,Call,13.55,172.45,-0.82%,10.55,12.45,+84.74%,"1.18 to 1",6.42%,51.4%
AFRM,88.57,2026-01-16,140,85.00,Call,15.1,90.00,Call,12.6,87.5,-1.21%,2.5,2.5,+100.00%,"1.00 to 1",7.79%,51.3%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,173.00,Call,16.4,172.65,-0.71%,0.35,0.65,+53.85%,"1.86 to 1",6.42%,51.3%
BABA,136.4,2026-01-16,140,130.00,Call,17.5,140.00,Call,12.15,135.35,-0.77%,4.65,5.35,+86.92%,"1.15 to 1",24.24%,51.3%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,179.00,Call,15.35,172.55,-0.76%,6.45,7.55,+85.43%,"1.17 to 1",6.42%,51.3%
SNOW,236.99,2025-11-21,84,230.00,Call,23.65,240.00,Call,18.1,235.55,-0.61%,4.45,5.55,+80.18%,"1.25 to 1",10.15%,51.3%
NVDA,173.88,2025-11-21,84,170.00,Call,16.1,175.00,Call,13.25,172.85,-0.59%,2.15,2.85,+75.44%,"1.33 to 1",6.42%,51.2%
GOOG,212.4,2026-01-16,140,200.00,Call,24.6,220.00,Call,13.4,211.2,-0.56%,8.8,11.2,+78.57%,"1.27 to 1",23.15%,51.2%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,175.00,Call,15.4,172.75,-0.65%,2.25,2.75,+81.82%,"1.22 to 1",6.42%,51.2%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,174.00,Call,17.8,172.65,-0.71%,1.35,1.65,+81.82%,"1.22 to 1",6.42%,51.2%
B,26.69,2025-12-19,112,26.00,Call,2.37,27.00,Call,1.82,26.55,-0.52%,0.45,0.55,+81.82%,"1.22 to 1",60.60%,51.2%
NVDA,173.88,2025-12-19,112,162.00,Call,22.95,182.00,Call,12.15,172.8,-0.62%,9.2,10.8,+85.19%,"1.17 to 1",6.42%,51.1%
RKT,17.76,2025-12-19,112,16.00,Call,3.05,20.00,Call,1.46,17.59,-0.96%,2.41,1.59,+151.57%,"0.66 to 1",33.79%,51.1%
NVDA,173.88,2025-12-19,112,168.00,Call,19.25,177.00,Call,14.4,172.85,-0.59%,4.15,4.85,+85.57%,"1.17 to 1",6.42%,51.1%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,176.00,Call,14.9,172.85,-0.59%,3.15,3.85,+81.82%,"1.22 to 1",6.42%,51.1%
PLTR,156.26,2025-11-21,84,150.00,Call,21.25,160.00,Call,16.15,155.1,-0.74%,4.9,5.1,+96.08%,"1.04 to 1",14.30%,51.1%
BAC,50.84,2026-01-16,140,48.00,Call,5.1,52.50,Call,2.47,50.63,-0.41%,1.87,2.63,+71.10%,"1.41 to 1",6.56%,51.1%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,176.00,Call,16.75,172.8,-0.62%,3.2,3.8,+84.21%,"1.19 to 1",6.42%,51.0%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,175.00,Call,17.25,172.8,-0.62%,2.2,2.8,+78.57%,"1.27 to 1",6.42%,51.0%
PLTR,156.26,2025-12-19,112,150.00,Call,23.5,160.00,Call,18.5,155,-0.81%,5,5,+100.00%,"1.00 to 1",14.30%,51.0%
OSCR,16.61,2026-01-16,140,15.00,Call,4.3,18.00,Call,2.9,16.4,-1.26%,1.6,1.4,+114.29%,"0.88 to 1",22.36%,51.0%
SNOW,236.99,2026-01-16,140,230.00,Call,29.45,240.00,Call,23.85,235.6,-0.59%,4.4,5.6,+78.57%,"1.27 to 1",10.15%,50.9%
PLTR,156.26,2026-01-16,140,150.00,Call,25.55,160.00,Call,20.55,155,-0.81%,5,5,+100.00%,"1.00 to 1",14.30%,50.9%
SOUN,12.95,2026-01-16,140,12.00,Call,2.93,14.00,Call,2.12,12.81,-1.08%,1.19,0.81,+146.91%,"0.68 to 1",14.06%,50.9%
TSLA,334.18,2025-11-21,84,325.00,Call,39.1,340.00,Call,31.75,332.35,-0.55%,7.65,7.35,+104.08%,"0.96 to 1",1.88%,50.9%
NVDA,173.88,2025-12-19,112,165.00,Call,21.05,180.00,Call,13,173.05,-0.48%,6.95,8.05,+86.34%,"1.16 to 1",6.42%,50.9%
NVDA,173.88,2025-11-21,84,165.00,Call,19.05,180.00,Call,10.9,173.15,-0.42%,6.85,8.15,+84.05%,"1.19 to 1",6.42%,50.9%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,180.00,Call,14.9,173,-0.51%,7,8,+87.50%,"1.14 to 1",6.42%,50.8%
HOOD,103.11,2025-11-21,84,100.00,Call,14.75,105.00,Call,12.3,102.45,-0.64%,2.55,2.45,+104.08%,"0.96 to 1",19.01%,50.8%
BMNR,44.15,2026-01-16,140,40.00,Call,14.2,50.00,Call,10.7,43.5,-1.47%,6.5,3.5,+185.71%,"0.54 to 1",0.00%,50.8%
AAPL,232.5,2025-11-21,84,220.00,Call,19.85,240.00,Call,7.9,231.95,-0.24%,8.05,11.95,+67.36%,"1.48 to 1",14.55%,50.8%
TSLA,334.18,2025-11-21,84,330.00,Call,36.55,335.00,Call,34,332.55,-0.49%,2.45,2.55,+96.08%,"1.04 to 1",1.88%,50.8%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,174.00,Call,15.9,173.15,-0.42%,0.85,1.15,+73.91%,"1.35 to 1",6.42%,50.8%
INTC,24.44,2025-11-21,84,22.00,Call,3.75,27.00,Call,1.41,24.34,-0.41%,2.66,2.34,+113.68%,"0.88 to 1",7.21%,50.7%
AAPL,232.5,2025-12-19,112,220.00,Call,21.65,240.00,Call,9.7,231.95,-0.24%,8.05,11.95,+67.36%,"1.48 to 1",14.55%,50.7%
SOFI,25.5,2025-11-21,84,23.00,Call,4.65,28.00,Call,2.29,25.36,-0.55%,2.64,2.36,+111.86%,"0.89 to 1",18.31%,50.7%
TSLA,334.18,2025-12-19,112,330.00,Call,41.75,335.00,Call,39.2,332.55,-0.49%,2.45,2.55,+96.08%,"1.04 to 1",1.88%,50.7%
OPEN,4.39,2025-11-21,84,4.00,Call,1.54,5.00,Call,1.21,4.33,-1.37%,0.67,0.33,+203.03%,"0.49 to 1",19.76%,50.7%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,176.00,Call,14.9,173.25,-0.36%,2.75,3.25,+84.62%,"1.18 to 1",6.42%,50.7%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,175.00,Call,17.25,173.2,-0.39%,1.8,2.2,+81.82%,"1.22 to 1",6.42%,50.6%
OPEN,4.39,2026-01-16,140,4.00,Call,1.82,5.00,Call,1.5,4.32,-1.59%,0.68,0.32,+212.50%,"0.47 to 1",19.76%,50.6%
GOOGL,211.67,2026-01-16,140,200.00,Call,24.2,220.00,Call,13.15,211.05,-0.29%,8.95,11.05,+81.00%,"1.23 to 1",24.06%,50.6%
AMZN,228.52,2026-01-16,140,225.00,Call,19.8,230.00,Call,16.9,227.9,-0.27%,2.1,2.9,+72.41%,"1.38 to 1",1.48%,50.6%
NVDA,173.88,2026-01-16,140,160.00,Call,26,185.00,Call,12.75,173.25,-0.36%,11.75,13.25,+88.68%,"1.13 to 1",6.42%,50.6%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,177.00,Call,16.3,173.25,-0.36%,3.75,4.25,+88.24%,"1.13 to 1",6.42%,50.6%
NVDA,173.88,2025-11-21,84,160.00,Call,22.3,185.00,Call,8.9,173.4,-0.28%,11.6,13.4,+86.57%,"1.16 to 1",6.42%,50.6%
NVDA,173.88,2025-12-19,112,160.00,Call,24.25,185.00,Call,10.9,173.35,-0.30%,11.65,13.35,+87.27%,"1.15 to 1",6.42%,50.6%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,177.00,Call,14.4,173.35,-0.30%,3.65,4.35,+83.91%,"1.19 to 1",6.42%,50.6%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,176.00,Call,16.75,173.3,-0.33%,2.7,3.3,+81.82%,"1.22 to 1",6.42%,50.6%
HOOD,103.11,2026-01-16,140,100.00,Call,18.25,105.00,Call,15.65,102.6,-0.49%,2.4,2.6,+92.31%,"1.08 to 1",19.01%,50.5%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,181.00,Call,14.45,173.45,-0.25%,7.55,8.45,+89.35%,"1.12 to 1",6.42%,50.4%
COMM,16.13,2025-11-21,84,15.00,Call,1.95,17.00,Call,0.85,16.1,-0.19%,0.9,1.1,+81.82%,"1.22 to 1",2.14%,50.4%
INTC,24.44,2026-01-16,140,23.00,Call,3.7,26.00,Call,2.33,24.37,-0.29%,1.63,1.37,+118.98%,"0.84 to 1",7.21%,50.4%
AMD,162.96,2025-11-21,84,160.00,Call,16.65,165.00,Call,14.05,162.6,-0.22%,2.4,2.6,+92.31%,"1.08 to 1",11.77%,50.4%
NVDA,173.88,2025-12-19,112,165.00,Call,21.05,181.00,Call,12.55,173.5,-0.22%,7.5,8.5,+88.24%,"1.13 to 1",6.42%,50.4%
NVDA,173.88,2025-12-19,112,166.00,Call,20.5,180.00,Call,13,173.5,-0.22%,6.5,7.5,+86.67%,"1.15 to 1",6.42%,50.4%
BABA,136.4,2025-11-21,84,125.00,Call,17.3,150.00,Call,6.15,136.15,-0.18%,13.85,11.15,+124.22%,"0.81 to 1",24.24%,50.4%
AMD,162.96,2025-12-19,112,160.00,Call,18.7,165.00,Call,16.1,162.6,-0.22%,2.4,2.6,+92.31%,"1.08 to 1",11.77%,50.4%
AMD,162.96,2026-01-16,140,160.00,Call,20.55,165.00,Call,17.95,162.6,-0.22%,2.4,2.6,+92.31%,"1.08 to 1",11.77%,50.3%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,174.00,Call,15.9,173.6,-0.16%,0.4,0.6,+66.67%,"1.50 to 1",6.42%,50.3%
GAP,22.1,2025-12-19,112,20.00,Call,3.5,24.00,Call,1.44,22.06,-0.18%,1.94,2.06,+94.17%,"1.06 to 1",5.94%,50.3%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,174.00,Call,17.8,173.6,-0.16%,0.4,0.6,+66.67%,"1.50 to 1",6.42%,50.3%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,175.00,Call,15.4,173.65,-0.13%,1.35,1.65,+81.82%,"1.22 to 1",6.42%,50.2%
OXY,47.66,2026-01-16,140,45.00,Call,5.15,50.00,Call,2.54,47.61,-0.10%,2.39,2.61,+91.57%,"1.09 to 1",14.83%,50.2%
APLD,15.9,2026-01-16,140,15.00,Call,4.05,17.00,Call,3.2,15.85,-0.31%,1.15,0.85,+135.29%,"0.74 to 1",2.83%,50.2%
NVDA,173.88,2026-01-16,140,160.00,Call,26,186.00,Call,12.35,173.65,-0.13%,12.35,13.65,+90.48%,"1.11 to 1",6.42%,50.2%
APLD,15.9,2025-12-19,112,15.00,Call,3.65,17.00,Call,2.79,15.86,-0.25%,1.14,0.86,+132.56%,"0.75 to 1",2.83%,50.2%
RIOT,13.85,2026-01-16,140,13.00,Call,2.91,15.00,Call,2.09,13.82,-0.22%,1.18,0.82,+143.90%,"0.69 to 1",7.85%,50.2%
INTC,24.44,2025-12-19,112,23.00,Call,3.45,26.00,Call,2.04,24.41,-0.12%,1.59,1.41,+112.77%,"0.89 to 1",7.21%,50.2%
OXY,47.66,2025-11-21,84,45.00,Call,4.45,50.00,Call,1.82,47.63,-0.06%,2.37,2.63,+90.11%,"1.11 to 1",14.83%,50.2%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,176.00,Call,16.75,173.7,-0.10%,2.3,2.7,+85.19%,"1.17 to 1",6.42%,50.2%
TSLA,334.18,2026-01-16,140,320.00,Call,51.8,350.00,Call,38,333.8,-0.11%,16.2,13.8,+117.39%,"0.85 to 1",1.88%,50.1%
INTC,24.44,2025-11-21,84,23.00,Call,3.15,26.00,Call,1.73,24.42,-0.08%,1.58,1.42,+111.27%,"0.90 to 1",7.21%,50.1%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,177.00,Call,14.4,173.75,-0.07%,3.25,3.75,+86.67%,"1.15 to 1",6.42%,50.1%
PANW,190.72,2026-01-16,140,180.00,Call,22.55,200.00,Call,11.95,190.6,-0.06%,9.4,10.6,+88.68%,"1.13 to 1",4.43%,50.1%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,178.00,Call,15.8,173.75,-0.07%,4.25,4.75,+89.47%,"1.12 to 1",6.42%,50.1%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,177.00,Call,16.3,173.75,-0.07%,3.25,3.75,+86.67%,"1.15 to 1",6.42%,50.1%
BABA,136.4,2025-12-19,112,125.00,Call,19,150.00,Call,7.65,136.35,-0.04%,13.65,11.35,+120.26%,"0.83 to 1",24.24%,50.1%
UNH,305.05,2025-11-21,84,300.00,Call,25.45,310.00,Call,20.45,305,-0.02%,5,5,+100.00%,"1.00 to 1",23.56%,50.0%
UNH,305.05,2026-01-16,140,300.00,Call,30.35,310.00,Call,25.35,305,-0.02%,5,5,+100.00%,"1.00 to 1",23.56%,50.0%
AMZN,228.52,2025-11-21,84,220.00,Call,19,235.00,Call,10.5,228.5,-0.01%,6.5,8.5,+76.47%,"1.31 to 1",1.48%,50.0%
AMZN,228.52,2025-12-19,112,220.00,Call,21,235.00,Call,12.5,228.5,-0.01%,6.5,8.5,+76.47%,"1.31 to 1",1.48%,50.0%
S,18.5,2026-01-16,140,17.00,Call,3.1,20.00,Call,1.6,18.5,0.00%,1.5,1.5,+100.00%,"1.00 to 1",12.30%,50.0%
SOFI,25.5,2026-01-16,140,25.00,Call,4.4,26.00,Call,3.9,25.5,0.00%,0.5,0.5,+100.00%,"1.00 to 1",18.31%,50.0%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,182.00,Call,14,173.9,0.01%,8.1,8.9,+91.01%,"1.10 to 1",6.42%,50.0%
NVDA,173.88,2025-12-19,112,165.00,Call,21.05,182.00,Call,12.15,173.9,0.01%,8.1,8.9,+91.01%,"1.10 to 1",6.42%,50.0%
IREN,26.98,2026-01-16,140,25.00,Call,7.05,30.00,Call,5.05,27,0.07%,3,2,+150.00%,"0.67 to 1",28.34%,49.9%
IREN,26.98,2025-12-19,112,25.00,Call,6.45,30.00,Call,4.45,27,0.07%,3,2,+150.00%,"0.67 to 1",28.34%,49.9%
NVDA,173.88,2025-12-19,112,166.00,Call,20.5,181.00,Call,12.55,173.95,0.04%,7.05,7.95,+88.68%,"1.13 to 1",6.42%,49.9%
BABA,136.4,2026-01-16,140,125.00,Call,20.25,150.00,Call,8.75,136.5,0.07%,13.5,11.5,+117.39%,"0.85 to 1",24.24%,49.9%
TSLA,334.18,2025-11-21,84,325.00,Call,39.1,345.00,Call,29.65,334.45,0.08%,10.55,9.45,+111.64%,"0.90 to 1",1.88%,49.9%
UUUU,11.48,2026-01-16,140,11.00,Call,2.55,12.00,Call,2.05,11.5,0.17%,0.5,0.5,+100.00%,"1.00 to 1",64.78%,49.9%
WYNN,125.7,2025-12-19,112,120.00,Call,14.8,130.00,Call,9,125.8,0.08%,4.2,5.8,+72.41%,"1.38 to 1",18.37%,49.8%
NVDA,173.88,2025-12-19,112,162.00,Call,22.95,185.00,Call,10.9,174.05,0.10%,10.95,12.05,+90.87%,"1.10 to 1",6.42%,49.8%
TSLA,334.18,2026-01-16,140,330.00,Call,46.85,340.00,Call,42.15,334.7,0.16%,5.3,4.7,+112.77%,"0.89 to 1",1.88%,49.8%
SOFI,25.5,2025-12-19,112,25.00,Call,4,26.00,Call,3.45,25.55,0.20%,0.45,0.55,+81.82%,"1.22 to 1",18.31%,49.8%
IREN,26.98,2025-11-21,84,25.00,Call,5.7,30.00,Call,3.65,27.05,0.26%,2.95,2.05,+143.90%,"0.69 to 1",28.34%,49.8%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,175.00,Call,15.4,174.1,0.13%,0.9,1.1,+81.82%,"1.22 to 1",6.42%,49.8%
TSLA,334.18,2025-12-19,112,330.00,Call,41.75,340.00,Call,37,334.75,0.17%,5.25,4.75,+110.53%,"0.90 to 1",1.88%,49.8%
SOFI,25.5,2025-11-21,84,25.00,Call,3.55,26.00,Call,3,25.55,0.20%,0.45,0.55,+81.82%,"1.22 to 1",18.31%,49.7%
INTC,24.44,2025-12-19,112,24.00,Call,2.9,25.00,Call,2.42,24.48,0.16%,0.52,0.48,+108.33%,"0.92 to 1",7.21%,49.7%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,177.00,Call,16.3,174.15,0.16%,2.85,3.15,+90.48%,"1.11 to 1",6.42%,49.7%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,175.00,Call,17.25,174.15,0.16%,0.85,1.15,+73.91%,"1.35 to 1",6.42%,49.7%
SERV,10.81,2026-01-16,140,10.00,Call,2.75,12.00,Call,1.9,10.85,0.37%,1.15,0.85,+135.29%,"0.74 to 1",25.78%,49.7%
HPE,22.5,2025-11-21,84,22.00,Call,2.04,23.00,Call,1.51,22.53,0.13%,0.47,0.53,+88.68%,"1.13 to 1",34.93%,49.7%
INTC,24.44,2025-11-21,84,24.00,Call,2.59,25.00,Call,2.11,24.48,0.16%,0.52,0.48,+108.33%,"0.92 to 1",7.21%,49.7%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,176.00,Call,14.9,174.15,0.16%,1.85,2.15,+86.05%,"1.16 to 1",6.42%,49.7%
INTC,24.44,2026-01-16,140,24.00,Call,3.2,25.00,Call,2.71,24.49,0.20%,0.51,0.49,+104.08%,"0.96 to 1",7.21%,49.7%
TSLA,334.18,2025-11-21,84,330.00,Call,36.55,340.00,Call,31.75,334.8,0.19%,5.2,4.8,+108.33%,"0.92 to 1",1.88%,49.7%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,179.00,Call,15.35,174.2,0.18%,4.8,5.2,+92.31%,"1.08 to 1",6.42%,49.7%
BE,53.21,2025-11-21,84,49.00,Call,11.4,60.00,Call,7,53.4,0.36%,6.6,4.4,+150.00%,"0.67 to 1",71.84%,49.7%
AFRM,88.57,2026-01-16,140,80.00,Call,17.75,100.00,Call,8.9,88.85,0.32%,11.15,8.85,+125.99%,"0.79 to 1",7.79%,49.7%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,178.00,Call,15.8,174.25,0.21%,3.75,4.25,+88.24%,"1.13 to 1",6.42%,49.6%
OPEN,4.39,2026-01-16,140,4.00,Call,1.82,5.50,Call,1.39,4.43,0.91%,1.07,0.43,+248.84%,"0.40 to 1",19.76%,49.6%
NVDA,173.88,2025-12-19,112,168.00,Call,19.25,180.00,Call,13,174.25,0.21%,5.75,6.25,+92.00%,"1.09 to 1",6.42%,49.6%
CELH,62.24,2025-11-21,84,60.00,Call,7.65,65.00,Call,5.25,62.4,0.26%,2.6,2.4,+108.33%,"0.92 to 1",10.06%,49.6%
SOFI,25.5,2026-01-16,140,23.00,Call,5.4,29.00,Call,2.8,25.6,0.39%,3.4,2.6,+130.77%,"0.76 to 1",18.31%,49.6%
S,18.5,2025-12-19,112,17.00,Call,2.85,20.00,Call,1.3,18.55,0.27%,1.45,1.55,+93.55%,"1.07 to 1",12.30%,49.6%
BABA,136.4,2025-11-21,84,130.00,Call,14.3,145.00,Call,7.6,136.7,0.22%,8.3,6.7,+123.88%,"0.81 to 1",24.24%,49.6%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,183.00,Call,13.55,174.35,0.27%,8.65,9.35,+92.51%,"1.08 to 1",6.42%,49.6%
BABA,136.4,2025-12-19,112,130.00,Call,15.9,145.00,Call,9.15,136.75,0.26%,8.25,6.75,+122.22%,"0.82 to 1",24.24%,49.5%
WULF,9.39,2025-11-21,84,9.00,Call,1.78,10.00,Call,1.34,9.44,0.53%,0.56,0.44,+127.27%,"0.79 to 1",0.00%,49.5%
NVDA,173.88,2025-12-19,112,166.00,Call,20.5,182.00,Call,12.15,174.35,0.27%,7.65,8.35,+91.62%,"1.09 to 1",6.42%,49.5%
AAPL,232.5,2026-01-16,140,230.00,Call,16.85,235.00,Call,13.9,232.95,0.19%,2.05,2.95,+69.49%,"1.44 to 1",14.55%,49.5%
UBER,92.37,2026-01-16,140,90.00,Call,10.2,95.00,Call,7.55,92.65,0.30%,2.35,2.65,+88.68%,"1.13 to 1",8.97%,49.5%
NVDA,173.88,2026-01-16,140,160.00,Call,26,188.00,Call,11.55,174.45,0.33%,13.55,14.45,+93.77%,"1.07 to 1",6.42%,49.5%
OPEN,4.39,2025-11-21,84,4.00,Call,1.54,5.50,Call,1.1,4.44,1.14%,1.06,0.44,+240.91%,"0.42 to 1",19.76%,49.5%
AAPL,232.5,2025-12-19,112,230.00,Call,15.1,235.00,Call,12.15,232.95,0.19%,2.05,2.95,+69.49%,"1.44 to 1",14.55%,49.4%
AAPL,232.5,2025-11-21,84,230.00,Call,13.2,235.00,Call,10.3,232.9,0.17%,2.1,2.9,+72.41%,"1.38 to 1",14.55%,49.4%
LUMN,4.97,2025-12-19,112,4.50,Call,1,5.50,Call,0.5,5,0.60%,0.5,0.5,+100.00%,"1.00 to 1",11.55%,49.4%
NIO,6.32,2026-01-16,140,6.00,Call,1.37,7.00,Call,1,6.37,0.79%,0.63,0.37,+170.27%,"0.59 to 1",73.29%,49.4%
CELH,62.24,2026-01-16,140,60.00,Call,9.15,65.00,Call,6.6,62.55,0.50%,2.45,2.55,+96.08%,"1.04 to 1",10.06%,49.4%
